id,section,difficulty,topic,question,A,B,C,D,answer
TCS_LOG_268,Logical Reasoning,MEDIUM,Logical,Coding: ABCD=DCBA. Then HELP=?,PLEH,HELP,HLEP,PELH,A
TCS_LOG_269,Logical Reasoning,MEDIUM,Logical,"Coding: If FLOWER = 67, then PLANT = ?",63,65,61,67,A
TCS_LOG_270,Logical Reasoning,MEDIUM,Logical,"Coding: If 1=A, 2=B, 3=C... then INDIA = ?","9, 14, 4, 9, 1","9,13,4,9,1","8,14,4,8,1","9,14,5,9,1",A
TCS_LOG_271,Logical Reasoning,MEDIUM,Logical,Blood relation: A's father is B's son. How is A related to B?,Grandson,Son,Nephew,Brother,A
TCS_LOG_272,Logical Reasoning,MEDIUM,Logical,Blood relation: X is Y's sister. Y is Z's mother. How is X related to Z?,Aunt,Sister,Mother,Niece,A
TCS_LOG_273,Logical Reasoning,MEDIUM,Logical,Blood relation: P is Q's father. Q is R's sister. S is Q's mother. How is P related to S?,Husband,Brother,Father,Son,A
TCS_LOG_274,Logical Reasoning,MEDIUM,Logical,Blood relation: M is N's brother. N is O's mother. O is P's daughter. How is M related to O?,Uncle,Brother,Father,Nephew,A
TCS_LOG_275,Logical Reasoning,MEDIUM,Logical,Blood relation: A is B's son. C is A's sister. D is C's mother. How is B related to D?,Husband,Brother,Father,Son,A
TCS_LOG_276,Logical Reasoning,MEDIUM,Logical,"Direction: A person walks 5 km North, turns right, walks 3 km, turns right again and walks 5 km. Which direction is he now?",South,East,West,North,A
TCS_LOG_277,Logical Reasoning,MEDIUM,Logical,"Direction: Starting facing East, a person turns left, then left again, then right. Now facing?",North,South,East,West,A
TCS_LOG_278,Logical Reasoning,MEDIUM,Logical,"Direction: X walks 10m East, 6m South, 3m East, 4m North. Where is X from start?","13m East, 2m South","13m East, 2m North",10m East,14m East,A
TCS_LOG_279,Logical Reasoning,MEDIUM,Logical,"Direction: Ram starts North, turns right, walks 2km, turns right, walks 3km. Which direction to start?",South West,North East,South East,North West,A
TCS_LOG_280,Logical Reasoning,MEDIUM,Logical,"Direction: Going South 2km, turn left 3km, turn left 2km. Direction now?",North,East,South,West,A
TCS_LOG_281,Logical Reasoning,MEDIUM,Logical,Syllogism: All cats are animals. All animals are living beings. Which is true?,All cats are living beings,All living beings are cats,No cats are living,Some cats are not living,A
TCS_LOG_282,Logical Reasoning,MEDIUM,Logical,Syllogism: All pens are books. No book is paper. Which conclusion follows?,No pen is paper,Some pens are paper,All papers are pens,None of these,A
TCS_LOG_283,Logical Reasoning,MEDIUM,Logical,Syllogism: Some flowers are red. All red things are beautiful. Which is true?,Some flowers are beautiful,All flowers are beautiful,No flowers are beautiful,Cannot determine,A
TCS_LOG_284,Logical Reasoning,MEDIUM,Logical,Syllogism: All men are mortal. Socrates is a man. Therefore?,Socrates is mortal,Socrates is immortal,All mortals are men,Socrates is not mortal,A
TCS_LOG_285,Logical Reasoning,MEDIUM,Logical,Syllogism: No birds are mammals. All dogs are mammals. Which is definitely true?,No dog is a bird,All birds are dogs,Some birds are dogs,None of above,A
TCS_LOG_286,Logical Reasoning,MEDIUM,Logical,Calendar: What day is 15 Aug 1947 if 1 Jan 1947 was Wednesday?,Thursday,Friday,Saturday,Sunday,B
TCS_LOG_287,Logical Reasoning,MEDIUM,Logical,"Calendar: If 1 March 2022 is Tuesday, what day is 1 March 2023?",Wednesday,Thursday,Friday,Tuesday,A
TCS_LOG_288,Logical Reasoning,MEDIUM,Logical,Calendar: How many odd days in a leap year?,2,1,3,0,A
TCS_LOG_289,Logical Reasoning,MEDIUM,Logical,"Calendar: A year has 365 days. If Jan 1 is Monday, what day is Dec 31?",Monday,Tuesday,Wednesday,Sunday,A
TCS_LOG_290,Logical Reasoning,MEDIUM,Logical,Calendar: Day after day after tomorrow is Sunday. What day is today?,Thursday,Wednesday,Friday,Tuesday,A
TCS_LOG_291,Logical Reasoning,MEDIUM,Logical,Clock: At what time between 3 and 4 do minute and hour hands coincide?,3:16.36,3:15,3:20,3:12,A
TCS_LOG_292,Logical Reasoning,MEDIUM,Logical,Clock: Angle between hands at 6:30?,15°,0°,30°,45°,A
TCS_LOG_293,Logical Reasoning,MEDIUM,Logical,Clock: How many times do clock hands coincide in 12 hours?,11,12,10,13,A
TCS_LOG_294,Logical Reasoning,MEDIUM,Logical,Clock: At what time between 4 and 5 are hands opposite?,4:54:32,4:50,5:00,4:45,A
TCS_LOG_296,Logical Reasoning,MEDIUM,Logical,"Input-Output: If input is CHAIR → CRIHA, then output of TABLE is?",TLEBA,BATLER,LETAB,TLABE,A
TCS_LOG_297,Logical Reasoning,MEDIUM,Logical,"Input-Output: Machine: LEAD → DEAL, POTS → STOP. FLOW → ?",WOLF,FLOW,FOWL,LOWF,A
TCS_LOG_298,Logical Reasoning,MEDIUM,Logical,"Mirror image: If word in mirror is READ, what is original?",DAER,READ,DARE,DEAR,A
TCS_LOG_299,Logical Reasoning,MEDIUM,Logical,Mirror image: Clock shows 4:30 in mirror. Actual time?,7:30,8:30,9:30,10:30,A
TCS_LOG_300,Logical Reasoning,MEDIUM,Logical,"Venn diagram: 25 people like A, 30 like B, 10 like both. How many like only A?",15,20,25,10,A
TCS_LOG_301,Logical Reasoning,MEDIUM,Logical,"Venn diagram: 40 engineers, 30 doctors, 10 both. Only engineers?",30,40,20,10,A
TCS_LOG_302,Logical Reasoning,MEDIUM,Logical,"Venn diagram: In 100 students, 60 play cricket, 50 play football, 30 play both. Neither?",20,10,30,40,A
TCS_LOG_303,Logical Reasoning,MEDIUM,Logical,"Seating: A, B, C, D sit in a row. A not next to C. B is between A and C. Where is B?",2nd position,1st,3rd,4th,A
TCS_LOG_304,Logical Reasoning,MEDIUM,Logical,Seating: 5 people sit in circle. X sits left of Y and right of Z. P is right of Y. Who is between Z and P?,X,Y,Q,W,A
TCS_LOG_305,Logical Reasoning,MEDIUM,Logical,"Seating: P is 3rd from left, Q is 5th from right, 3 between them. Total persons?",9,8,10,7,A
TCS_LOG_306,Logical Reasoning,MEDIUM,Logical,Ranking: Rahul is 15th from top and 26th from bottom. Total students?,40,41,39,42,A
TCS_LOG_307,Logical Reasoning,MEDIUM,Logical,"Ranking: A is 12th from left, B is 20th from right. If they swap, A is 18th from left. Total?",37,38,35,40,A
TCS_LOG_308,Logical Reasoning,MEDIUM,Logical,"Ranking: In a row of 40, X is 11th from right. Position from left?",30,29,31,28,A
TCS_LOG_309,Logical Reasoning,MEDIUM,Logical,"Puzzle: 5 friends A,B,C,D,E have different weights. D>C>B. A>E. C>A. Who is lightest?",E,B,A,D,A
TCS_LOG_310,Logical Reasoning,MEDIUM,Logical,Puzzle: A is taller than B. C is taller than A. D is shorter than B. Tallest?,C,A,B,D,A
TCS_LOG_311,Logical Reasoning,MEDIUM,Logical,Puzzle: P earns more than Q. R earns less than P. S earns more than P. Who earns least?,Q,P,R,S,A
TCS_LOG_312,Logical Reasoning,MEDIUM,Logical,Coding-Decoding: KNIFE coded as MPKHG. FORK coded as?,HQTM,IQTM,HQSM,GQTM,A
TCS_LOG_313,Logical Reasoning,MEDIUM,Logical,"Coding: If SLOW = 40, FAST = ?",34,36,32,38,A
TCS_LOG_314,Logical Reasoning,MEDIUM,Logical,"Coding: If MACHINE = 19, then ENGINE = ?",14,13,15,16,A
TCS_LOG_315,Logical Reasoning,MEDIUM,Logical,Analogy: 8:64 :: 9:?,81,72,63,90,A
TCS_LOG_317,Logical Reasoning,MEDIUM,Logical,Analogy: BCDE:FGHI :: JKLM:?,NOPQ,OPQR,MNOP,LMNO,A
TCS_LOG_318,Logical Reasoning,MEDIUM,Logical,Analogy: PQRS:SRQP :: LMNO:?,ONML,MNOL,NOLM,LNMO,A
TCS_LOG_319,Logical Reasoning,MEDIUM,Logical,"Number series: 1, 8, 27, 64, ?",125,100,144,216,A
TCS_LOG_320,Logical Reasoning,MEDIUM,Logical,"Number series: 100, 96, 88, 76, ?",60,64,68,56,A
TCS_LOG_321,Logical Reasoning,MEDIUM,Logical,"Number series: 4, 7, 12, 19, 28, ?",39,37,40,38,A
TCS_LOG_322,Logical Reasoning,MEDIUM,Logical,"Number series: 2, 3, 5, 7, 11, 13, ?",17,15,19,16,A
TCS_LOG_323,Logical Reasoning,MEDIUM,Logical,"Number series: 0, 1, 3, 6, 10, 15, ?",21,20,22,18,A
TCS_LOG_324,Logical Reasoning,MEDIUM,Logical,"Letter series: AZ, BY, CX, DW, ?",EV,EU,FV,EW,A
TCS_LOG_325,Logical Reasoning,MEDIUM,Logical,"Letter series: A, B, D, G, K, ?",P,O,Q,N,A
TCS_LOG_326,Logical Reasoning,MEDIUM,Logical,"Odd one out: Addition, Subtraction, Division, Mathematics",Mathematics,Addition,Division,Subtraction,A
TCS_LOG_327,Logical Reasoning,MEDIUM,Logical,"Odd one out: Delhi, Mumbai, Chennai, Kashmir",Kashmir,Delhi,Mumbai,Chennai,A
TCS_LOG_332,Logical Reasoning,MEDIUM,Logical,"Logical sequence: Which comes next: 1, 2, 4, 8, 16, __?",32,24,28,30,A
TCS_LOG_333,Logical Reasoning,MEDIUM,Logical,"Logical sequence: J, F, M, A, M, J, J, A, S, O, ?",N,D,Nov,Oct,A
TCS_LOG_334,Logical Reasoning,MEDIUM,Logical,"If A=1, B=2... Z=26, then CAB=?",6,5,7,8,A
TCS_LOG_335,Logical Reasoning,MEDIUM,Logical,"If A=26, B=25... Z=1, then BAD=?",49,50,52,48,B
TCS_LOG_336,Logical Reasoning,MEDIUM,Logical,Statement-Assumption: Statement: Install fire extinguishers in offices. Assumption?,Offices catch fire frequently,No one can put out fire,Fire is dangerous in offices,Both A and C,C
TCS_LOG_337,Logical Reasoning,MEDIUM,Logical,Statement-Conclusion: All vegetables are healthy. Broccoli is a vegetable. Conclusion?,Broccoli is healthy,All healthy things are vegetables,Some vegetables aren't healthy,Cannot conclude,A
TCS_LOG_338,Logical Reasoning,MEDIUM,Logical,Statement-Argument: Should all cars be banned in cities? For: Reduces pollution. Against?,Reduces mobility,Expensive to own,Hard to repair,Old models pollute less,A
TCS_LOG_339,Logical Reasoning,MEDIUM,Logical,Fact-Inference: 80% of students passed. Inference?,Most students passed,All failed,School is bad,Teachers helped,A
TCS_LOG_340,Logical Reasoning,MEDIUM,Logical,"Critical reasoning: If only honest people get promoted and X got promoted, then X is?",Honest,Dishonest,Smart,Hard-working,A
TCS_LOG_341,Logical Reasoning,MEDIUM,Logical,"If some managers are leaders, and all leaders inspire, then?",Some managers inspire,No managers inspire,All inspire,Cannot say,A
TCS_LOG_343,Logical Reasoning,MEDIUM,Logical,Puzzle: 3 boxes. Box A has fruit if Box C has toys. Box C has toys. What does Box A have?,Fruit,Toys,Books,Cannot tell,A
TCS_LOG_344,Logical Reasoning,MEDIUM,Logical,Deduction: All trains are fast. Some trains are red. Are all red trains fast?,Cannot be determined,Yes,No,Not stated,A
TCS_LOG_345,Logical Reasoning,MEDIUM,Logical,Data sufficiency: Is x>y? I: x=y+2. II: x+y=10. Which statement is sufficient?,Statement I alone,Statement II alone,Both together,Neither,A
TCS_LOG_346,Logical Reasoning,MEDIUM,Logical,Data sufficiency: What is value of x? I: 2x+y=10. II: x-y=2. Which is sufficient?,Both together,Neither,Statement I,Statement II,A
TCS_LOG_347,Logical Reasoning,MEDIUM,Logical,Logical puzzle: P is Q's brother. Q is R's wife. S is R's son. How is P related to S?,Uncle,Father,Brother,Cousin,A
TCS_LOG_348,Logical Reasoning,MEDIUM,Logical,"Blood relation: If A+B means A is mother of B, A-B means A is brother of B, A*B means A is sister of B, then P+Q-R*S means P is __ of S?",Maternal aunt,Mother,Uncle,Niece,A
TCS_LOG_349,Logical Reasoning,MEDIUM,Logical,"Figure series: In a pattern of squares increasing by 1 each step: 1,4,9,16,__?",25,20,36,30,A
TCS_LOG_350,Logical Reasoning,MEDIUM,Logical,Spatial reasoning: A cube painted red on all faces and cut into 27 equal cubes. How many have paint on exactly 2 faces?,12,8,6,24,A
TCS_LOG_351,Logical Reasoning,MEDIUM,Logical,"Spatial reasoning: Same cube, how many have 3 painted faces?",8,12,6,4,A
TCS_LOG_352,Logical Reasoning,MEDIUM,Logical,"Spatial reasoning: Same cube, how many have no paint?",1,8,6,27,A
TCS_LOG_353,Logical Reasoning,MEDIUM,Logical,"Number series: 3, 5, 9, 17, 33, ?",65,63,61,67,A
TCS_LOG_354,Logical Reasoning,MEDIUM,Logical,"Number series: 2, 6, 18, 54, 162, ?",486,324,648,243,A
TCS_LOG_355,Logical Reasoning,MEDIUM,Logical,"Number series: 10, 14, 18, 22, ?",26,24,28,30,A
TCS_LOG_356,Logical Reasoning,MEDIUM,Logical,"Missing number: 1,1,2,3,5,8,13,21,__?",34,35,30,40,A
TCS_LOG_357,Logical Reasoning,MEDIUM,Logical,"Number pattern: 120, 100, 82, 66, ?",52,54,50,56,A
TCS_LOG_358,Logical Reasoning,MEDIUM,Logical,"Blood relation: Pointing to man, woman says he is son of only son of my grandfather. How is she related?",Sister,Cousin,Daughter,Aunt,A
TCS_LOG_359,Logical Reasoning,MEDIUM,Logical,Blood relation: If X is son of Y's uncle and Z is wife of Y. How is X related to Z's husband?,Cousin,Nephew,Brother,Uncle,A
TCS_LOG_360,Logical Reasoning,MEDIUM,Logical,"Direction: Starting East, turn right 90°, then 180°, then 270°. Final direction?",North,South,East,West,A
TCS_LOG_361,Logical Reasoning,MEDIUM,Logical,"Direction: Walk 4 km West, turn 90° left, walk 3 km. Then 90° right, walk 4 km East. Where?",3km North of start,3km South,Same place,6km West,A
TCS_LOG_362,Logical Reasoning,MEDIUM,Logical,Clock: At 12:20 what is angle between hands?,110°,100°,120°,90°,A
TCS_LOG_363,Logical Reasoning,MEDIUM,Logical,Syllogism: No chairs are tables. All tables are wooden. Conclusion?,No chair is wooden,Some chairs are wooden,All wooden are tables,Cannot conclude for chairs,D
TCS_LOG_364,Logical Reasoning,MEDIUM,Logical,Input-Output: Step1: INPUT > APPLES. Step2: Reverse each word. APPLES>?,SELPPA,APPLE,SAPPLE,AELSPP,A
TCS_LOG_365,Logical Reasoning,MEDIUM,Logical,Ranking: In queue P is 7th from front and 13th from back. How long is queue?,19,20,18,17,A
TCS_LOG_366,Logical Reasoning,MEDIUM,Logical,"If the day before yesterday was Saturday, what day will be day after tomorrow?",Wednesday,Thursday,Tuesday,Friday,A
TCS_LOG_367,Logical Reasoning,MEDIUM,Logical,Seating: 8 people in circle. A sits 3 left of B and 5 right of B. People between them on other side?,4,3,2,5,A
TCS_LOG_368,Logical Reasoning,MEDIUM,Logical,Number analogy: 16:4 :: 81:?,9,27,18,3,A
TCS_LOG_369,Logical Reasoning,MEDIUM,Logical,Letter analogy: ACE:BDF :: GIK:?,HJL,IJK,GHI,HIJ,A
TCS_LOG_370,Logical Reasoning,MEDIUM,Logical,"If FRIEND is coded 1234, FIEND is?",12234,12034,12340,1234,A
TCS_LOG_371,Logical Reasoning,MEDIUM,Logical,"Coding: In a certain code 'sky is blue' = 315, 'blue is water' = 625, 'water is life' = 472. What is code for 'blue'?",5,2,3,6,A
TCS_LOG_372,Logical Reasoning,MEDIUM,Logical,"Statement: The more you read, the more you know. If John reads a lot, then?",John knows a lot,John will be smart,Reading is hard,Cannot determine,A
TCS_LOG_373,Logical Reasoning,MEDIUM,Logical,"Venn: A has 20 in A only, 10 in A and B only, 5 in A and B and C, 3 in A and C only. Total in A?",38,35,30,40,A
TCS_LOG_374,Logical Reasoning,MEDIUM,Logical,"Series: BAD, CBE, DCF, ?",EDG,EDF,EEG,DEG,A
TCS_LOG_375,Logical Reasoning,MEDIUM,Logical,"Series: 1Z, 2Y, 3X, ?",4W,4V,5W,3V,A
TCS_LOG_376,Logical Reasoning,MEDIUM,Logical,"Matrix reasoning: Row1:2,4,8; Row2:3,9,27; Row3:4,16,__?",64,32,48,128,A
TCS_LOG_377,Logical Reasoning,MEDIUM,Logical,"Logical: If no criminals are honest and some lawyers are criminals, are some lawyers dishonest?",Yes,No,Cannot determine,Maybe,A
TCS_LOG_378,Logical Reasoning,MEDIUM,Logical,"If P>Q, Q>R, R>S, then which is always true?",P>S,S>P,P=S,P<S,A
TCS_LOG_379,Logical Reasoning,MEDIUM,Logical,"Data: P≠Q, Q<R, R≤P. Which is true?",P≥Q,Q≥R,R>P,Cannot say,A
TCS_LOG_380,Logical Reasoning,MEDIUM,Logical,"If a=b+c, b=c+d, c=5, d=3. Then a=?",16,13,8,11,A
TCS_LOG_382,Logical Reasoning,MEDIUM,Logical,Distance: A and B are 100km apart. Trains start simultaneously at 40km/h and 60km/h. Meet after?,1h,2h,1.5h,0.5h,A
TCS_LOG_383,Logical Reasoning,MEDIUM,Logical,Passage reasoning: Only birds can fly. Eagles can fly. Therefore?,Eagles are birds,Birds are eagles,Some birds can't fly,Eagles can't fly,A
TCS_LOG_384,Logical Reasoning,MEDIUM,Logical,"Conditional: If it rains, the match is cancelled. Match was not cancelled. Therefore?",It did not rain,It rained,Match was played,Cannot say,A
TCS_LOG_385,Logical Reasoning,MEDIUM,Logical,"Series: 7, 11, 16, 22, 29, ?",37,36,38,40,A
TCS_LOG_386,Logical Reasoning,MEDIUM,Logical,Analogy: Author:Book :: Sculptor:?,Statue,Paint,Drawing,Poem,A
TCS_LOG_387,Logical Reasoning,MEDIUM,Logical,Analogy: Oxygen:Combustion :: Food:?,Life,Water,Energy,Air,C
TCS_LOG_389,Logical Reasoning,MEDIUM,Logical,"Find missing: 2, 5, 11, 23, ?",47,45,41,43,A
TCS_LOG_390,Logical Reasoning,MEDIUM,Logical,"Which does not fit: Violin, Guitar, Flute, Sitar",Flute,Guitar,Violin,Sitar,A
TCS_LOG_391,Logical Reasoning,MEDIUM,Logical,"Which does not fit: Pen, Pencil, Chalk, Eraser",Eraser,Pen,Chalk,Pencil,A
TCS_LOG_392,Logical Reasoning,MEDIUM,Logical,"Which does not fit: Mercury, Venus, Earth, Moon",Moon,Mercury,Venus,Earth,A
TCS_LOG_393,Logical Reasoning,MEDIUM,Logical,"Which number does not fit: 11, 22, 33, 44, 55, 56",56,22,33,44,A
TCS_LOG_394,Logical Reasoning,MEDIUM,Logical,"Which word does not fit: Bold, Italic, Underline, Font, Strike-through",Font,Bold,Italic,Underline,A
TCS_LOG_395,Logical Reasoning,MEDIUM,Logical,Logical: All roses are flowers. Some flowers fade quickly. Therefore?,Some roses may fade quickly,All roses fade,No rose fades,Cannot say,A
TCS_LOG_397,Logical Reasoning,MEDIUM,Logical,"Pattern: 1, 2, 4, 7, 11, 16, ?",22,20,24,18,A
TCS_LOG_398,Logical Reasoning,MEDIUM,Logical,Input: Machine does X→Y→Z in 3 steps. Output of ABC in step 2?,Step-specific,ABC,CBA,BAC,C
TCS_LOG_399,Logical Reasoning,MEDIUM,Logical,Which conclusion follows: No P is Q. All Q are R. Some R are S.,No P is R,Some S are Q,Some R may not be Q,All P are S,C
TCS_LOG_400,Logical Reasoning,MEDIUM,Logical,Statement: All students work hard. Ram is a student. Conclusion?,Ram works hard,Ram is lazy,Students are smart,Cannot say,A
TCS_LOG_401,Logical Reasoning,MEDIUM,Logical,"If A is the mother of B and C, C is married to D. D is the son of E. How is E related to A?",In-law,Brother,Uncle,Son,A
TCS_LOG_402,Logical Reasoning,MEDIUM,Logical,6 people in circle. A opposite B. C between A and D. Who is between B and D?,E or F,C,A,D,A
TCS_LOG_403,Logical Reasoning,MEDIUM,Logical,"Series: ACE, FHJ, KMO, ?",PRT,QSU,OQS,NPS,A
TCS_LOG_404,Logical Reasoning,MEDIUM,Logical,"Number grid: 2 4 6 / 3 9 27 / 4 16 64. Pattern of last column: 6, 27, 64. Next?",125,100,216,64,A
TCS_LOG_405,Logical Reasoning,MEDIUM,Logical,"In a group: 12 like A, 18 like B, 8 like both. How many like at least one?",22,26,30,20,A
TCS_LOG_406,Logical Reasoning,MEDIUM,Logical,Analogy: 36:6 :: 196:?,14,13,16,12,A
TCS_LOG_407,Logical Reasoning,MEDIUM,Logical,Analogy: BCDA:CDAB :: EFGH:?,FGHE,GHEF,HGFE,FGEH,B
TCS_LOG_408,Logical Reasoning,MEDIUM,Logical,"Blood relation: If A*B means A is father of B, A/B means A is mother, A+B means A is brother. P*Q/R+S means P is __ of S?",Grandfather,Father,Grandmother,Uncle,A
TCS_LOG_409,Logical Reasoning,MEDIUM,Logical,"Missing: 2, 3, 7, 45, ?",2027,342,1800,3430,A
